Countryname,ISO,WEO Country Code,Indicator,Units,Frequency,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010
Spain,ESP,184,Export Diversification Index,Index,Annual,2.40072,2.15209,2.10624,2.01339,2.07416,1.89384,1.76755,1.64066,1.59181,1.58569,1.55594,1.52463,1.39628,1.41861,1.40032,1.42506,1.41979,1.40352,1.38318,1.3411,1.40265,1.51233,1.55425,1.56377,1.53281,1.50522,1.47027,1.49403,1.5637,1.69667,1.70177,1.6257,1.6929,1.71136,1.6759,1.63883,1.64231,1.67114,1.68866,1.64593,1.67478,1.70889,1.741,1.70269,1.67603,1.69859,1.64557,1.68851,1.61286
Estonia,EST,939,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68581,2.30664,2.01544,1.80032,1.91232,1.99152,1.97599,2.08667,2.69844,2.2868,2.14607,2.14967,1.99593,2.07487,1.96391,1.71717,1.70484,1.70696,1.75852
Ethiopia(excludes Eritrea),ETH,644,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27215,4.71987,4.53644,4.56953,4.66098,4.78128,4.45611,4.29817,3.88556,3.8818,3.9633,3.99097,4.09748,3.87871,3.88653,3.84237,3.87422,3.92969
Finland,FIN,172,Export Diversification Index,Index,Annual,3.08312,3.19489,2.96393,2.86012,2.78573,2.69683,2.64035,2.53447,2.43667,2.41073,2.29937,2.32662,2.36343,2.22946,2.19477,2.15592,2.19406,2.17726,2.11369,2.02177,2.03172,2.09303,2.12307,2.0926,2.08865,2.11781,2.07718,2.07712,2.06743,2.07304,2.06348,2.0118,1.9978,2.11107,2.07727,2.07109,2.2651,2.35966,2.51458,2.50302,2.43906,2.30759,2.2631,2.43531,2.3511,2.1145,2.09203,2.02939,1.94043
Fiji,FJI,819,Export Diversification Index,Index,Annual,5.41407,5.74897,5.49671,5.55161,5.34961,4.66301,4.52504,4.58933,3.92027,3.99151,4.02636,3.85265,3.92258,4.90109,4.14997,4.37272,3.94809,3.95874,4.06381,4.13864,3.95667,3.97348,3.69823,3.55181,3.55911,3.45826,3.42661,3.56135,3.43704,3.39279,3.36138,3.47187,3.43031,3.65283,3.53728,3.51533,3.40173,3.54205,3.44717,3.36095,3.26709,3.24029,3.22452,3.05,3.03513,2.89818,2.92768,2.91682,2.93318
France,FRA,132,Export Diversification Index,Index,Annual,1.00641,0.990164,0.965225,0.960971,0.979439,0.96928,1.01883,1.06945,1.08043,1.11012,1.13973,1.10788,1.04585,1.08449,1.11697,1.13004,1.1401,1.1486,1.13795,1.14655,1.18317,1.1713,1.15787,1.15412,1.17085,1.20869,1.25003,1.29028,1.28583,1.34521,1.35085,1.36582,1.33619,1.34257,1.37679,1.42379,1.47087,1.51738,1.5817,1.58064,1.56869,1.59726,1.60226,1.56921,1.57884,1.56736,1.54999,1.59844,1.56885
Faeroe Is.,FRO,816,Export Diversification Index,Index,Annual,5.28392,,6.43775,5.20895,5.14967,5.22519,4.72833,,4.39732,5.10974,4.90738,4.10596,4.89811,4.72837,4.6949,4.55597,4.62718,4.67059,4.77189,4.76741,4.91161,4.82093,4.87293,4.88511,5.00027,4.92369,4.69303,4.76934,5.13981,5.21075,5.13231,5.19716,5.076,5.00027,5.0074,5.15046,5.09078,5.07122,4.99524,4.93005,4.82438,4.80033,4.87668,5.03596,4.677,4.74226,4.69649,5.24329,5.35341
Gabon,GAB,646,Export Diversification Index,Index,Annual,5.05108,4.8255,4.70671,4.70716,4.72802,4.7661,4.5959,4.65352,4.58746,4.60394,4.60088,4.66077,5.24188,5.25748,5.10737,5.11735,4.93952,4.99469,5.20858,4.98372,5.34317,5.3311,5.57015,5.54674,5.10798,5.07302,4.93448,5.1901,5.51886,5.60808,5.51701,5.60463,5.50815,5.47132,5.54278,5.5738,5.34768,5.29836,5.62185,5.51876,5.46133,5.51722,5.38039,5.4669,5.35913,5.38262,5.33064,5.13825,5.52794
United Kingdom,GBR,112,Export Diversification Index,Index,Annual,1.34324,1.2268,1.18284,1.19562,1.21743,1.18518,1.20732,1.20676,1.18134,1.2084,1.19711,1.17513,1.11974,1.1377,1.16939,1.1997,1.22534,1.30671,1.39531,1.58267,1.63498,1.66539,1.74011,1.73208,1.46672,1.44306,1.37298,1.37364,1.40352,1.42216,1.43422,1.51595,1.48873,1.5049,1.5531,1.56191,1.57859,1.67848,1.7875,1.75329,1.75376,1.74543,1.7421,1.7467,1.74773,1.74879,1.76538,1.7657,1.74434
Georgia,GEO,915,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59398,3.28165,3.3465,3.39216,2.29912,2.46788,2.46445,2.52749,2.70287,2.77896,2.73242,2.92564,3.0976,2.86924,3.10432,2.84173,3.0638,2.89309,2.99942
Ghana,GHA,652,Export Diversification Index,Index,Annual,5.23955,5.05671,4.87476,4.81636,4.70064,4.64277,4.60499,4.64693,4.87397,4.60312,4.62666,4.5657,4.66578,4.70067,4.64227,4.80519,4.91868,4.94263,4.76187,4.45264,4.73907,4.66842,4.82817,4.63377,4.47849,4.40798,4.25056,4.14146,4.10386,4.15078,4.07009,4.05173,3.95484,3.88309,3.91965,3.86069,3.78122,3.6822,3.6538,3.63714,3.70792,3.79535,3.91222,3.7783,3.74293,3.89334,4.0308,4.08499,4.12543
Gibraltar,GIB,823,Export Diversification Index,Index,Annual,5.01947,4.26711,5.68827,4.61838,4.87273,4.68606,5.41926,5.86958,2.74342,4.02141,2.63028,2.63344,2.7567,2.6529,2.93571,2.83652,2.60044,2.73058,2.4977,2.24538,2.6911,3.99658,2.86924,3.48177,2.41622,2.25114,3.66476,3.41739,3.29942,3.23667,2.86929,3.23841,3.27883,3.66308,3.76669,3.6214,3.56241,3.67008,3.34713,4.40953,3.77174,4.41137,4.22082,4.82888,4.17678,4.00327,3.66261,3.8907,4.30836
Guinea,GIN,656,Export Diversification Index,Index,Annual,5.24502,5.23943,5.10826,5.05932,4.89006,5.15194,5.27594,5.26654,5.23445,5.53199,5.68623,5.22244,5.18811,5.3838,5.63952,5.41374,5.55732,5.50188,5.58108,5.68224,5.52551,5.68159,5.75789,5.80675,5.57707,5.33019,5.22573,5.2205,5.21383,5.3282,5.22683,5.06594,5.00297,4.78477,4.90072,4.68581,4.67527,4.63042,4.73059,4.70784,4.49967,4.30867,4.41561,4.47265,4.18559,4.39585,4.42649,4.77095,4.24359
"Gambia, The",GMB,648,Export Diversification Index,Index,Annual,5.8942,5.06217,4.43812,4.41073,4.53344,4.41155,4.63566,4.62106,4.71562,4.72205,4.70547,4.30609,4.9356,5.09634,4.90127,4.6234,4.5949,4.78447,4.23901,4.02879,4.13222,4.12376,4.27174,4.14344,4.29461,3.85012,4.29931,4.75481,4.51457,4.83189,5.02171,4.33635,4.34195,4.81412,5.03059,5.14205,4.75398,4.56269,3.46294,3.02369,3.22553,3.13352,2.99901,3.15383,3.51067,3.34768,3.8708,3.46447,3.47918
Guinea-Bissau,GNB,654,Export Diversification Index,Index,Annual,4.55455,4.35772,4.21048,3.94473,3.92892,4.19651,4.39158,4.33149,4.33409,3.75976,3.68661,4.226,3.97416,3.62704,4.37085,4.53226,3.44167,4.38585,4.18069,3.71723,4.37048,4.09071,4.15841,3.83063,3.97547,4.30678,4.30316,4.27148,4.34941,4.71099,4.12021,4.58289,4.68906,4.52859,4.63086,4.82056,3.37041,4.90944,5.28551,5.48932,4.82343,4.70604,5.2551,5.83861,5.45938,5.61627,5.94529,5.81794,4.86155
Equatorial Guinea,GNQ,642,Export Diversification Index,Index,Annual,4.25806,4.35432,4.50075,5.42286,5.54341,5.11136,5.10423,4.83723,4.51066,5.2268,5.27073,5.1933,5.24466,5.28663,5.11026,4.30533,4.91865,4.4531,4.91277,4.73088,4.32647,5.06836,4.91493,5.1624,4.8528,4.92951,4.88655,5.04909,5.1387,5.14843,5.11183,5.33964,5.34682,4.4572,4.66033,5.06963,5.28155,5.38491,5.76961,5.84884,5.98202,5.95915,6.10126,6.0922,6.06285,5.8422,5.78725,5.74004,5.72574
Greece,GRC,174,Export Diversification Index,Index,Annual,3.45555,3.42744,3.37638,3.19324,2.83271,2.94631,2.76816,2.67205,2.51335,2.45193,2.34827,2.26205,2.17249,2.11911,2.10072,2.09672,2.20079,2.24019,2.17757,2.24131,2.22067,2.27568,2.15915,2.14208,2.18232,2.25262,2.20213,2.21684,2.22558,2.24728,2.27307,1.95148,2.02349,2.00815,2.06015,1.95482,1.94443,2.02114,1.94971,1.92924,1.92368,1.90374,1.86238,1.83315,1.84385,1.76796,1.72596,1.77581,1.75029
Grenada,GRD,328,Export Diversification Index,Index,Annual,,,,6.43775,,,,6.43775,3.81006,4.93728,3.69662,3.96261,3.81339,3.53631,4.22379,4.66259,4.4021,4.82256,4.68823,4.37743,4.24049,4.13405,4.18576,4.43541,4.60318,4.67419,3.98339,3.7756,3.40029,3.48259,3.65841,3.57533,3.48455,3.36437,3.4223,3.53846,4.82982,3.93905,3.86076,3.73386,3.58485,3.46901,3.89257,4.05117,3.55475,3.96525,3.65713,3.7767,3.82776
Greenland,GRL,326,Export Diversification Index,Index,Annual,,,,,6.43775,,,5.95133,4.87039,5.56063,5.51384,4.65556,4.14781,4.29704,4.26278,4.19002,4.40415,4.36905,4.36955,4.48128,4.45615,4.68935,4.66183,4.82598,5.0941,5.06317,4.95468,5.01788,5.01837,5.18572,5.23335,5.109,5.30396,5.18678,5.21692,5.05936,5.05857,5.11417,5.00383,5.00714,5.10817,5.08331,4.94109,4.95427,4.83675,4.82854,4.83726,4.95609,4.94107
Guatemala,GTM,258,Export Diversification Index,Index,Annual,4.70739,4.26709,4.15044,4.09004,3.92345,3.42739,3.47339,3.44145,3.35778,3.42715,3.48479,3.38329,3.35449,3.34755,3.45633,3.87059,3.52893,3.53145,3.12179,2.92418,3.05297,3.0485,3.17277,3.15766,3.73124,3.20354,2.97073,2.9912,2.93796,2.89321,3.01953,2.82587,2.90565,3.03723,2.91316,3.0206,2.93465,2.84109,2.80961,2.82969,2.7932,2.8227,2.79125,2.66303,2.58769,2.3993,2.33607,2.38183,2.34366
Guyana,GUY,336,Export Diversification Index,Index,Annual,4.60152,4.5881,4.42339,4.19359,4.25742,4.3095,4.26904,4.31482,4.2356,4.13526,4.18826,4.18438,4.20796,4.25201,4.17084,4.09312,4.25876,4.30236,4.18496,4.11837,4.04341,4.25273,4.22643,4.35179,4.26986,4.28544,4.13943,4.3062,4.30731,4.35735,4.42976,4.31398,3.99591,4.04062,4.13225,3.91688,3.93682,3.93463,3.82248,3.83806,3.61094,3.7661,3.84332,3.72367,3.71349,3.84425,3.921,3.83982,3.78453
"Hong Kong, China",HKG,532,Export Diversification Index,Index,Annual,2.34032,2.65121,2.66253,2.67145,2.66565,2.69199,2.76304,2.79612,2.81044,2.86958,2.8129,2.64854,2.59123,2.76614,2.80192,2.65778,2.62828,2.54748,2.4107,2.39474,2.37739,2.33564,2.27237,2.64107,2.58711,2.41342,2.28416,2.30399,2.35798,2.35214,2.12774,2.22769,2.251,2.29888,2.33064,2.40123,2.45326,2.46397,2.48103,2.42103,2.48552,2.44097,2.44831,2.42563,2.41155,2.32906,2.31377,2.29351,2.32278
Honduras,HND,268,Export Diversification Index,Index,Annual,4.66594,3.95555,3.97673,4.29903,4.46977,4.49352,4.27274,4.22086,4.13026,4.68971,4.48244,4.21568,3.72067,3.37903,3.72379,3.88776,3.96599,3.8091,3.73653,3.75604,3.79635,3.57495,3.71234,3.87256,4.08854,4.08829,3.89706,3.73121,3.65982,3.49817,3.36179,3.34548,3.28488,3.46919,3.5034,3.52688,3.59361,3.71165,3.77287,3.7807,3.77371,3.77837,3.72874,3.62324,3.53646,3.38881,3.35997,3.36744,3.33872
Croatia,HRV,960,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84907,1.97289,2.06056,1.94893,1.91576,1.87946,1.95337,1.91968,2.00128,1.91681,1.8432,1.84205,1.96205,1.78608,1.74984,1.65819,1.64291,1.73801,1.7848
Haiti,HTI,263,Export Diversification Index,Index,Annual,4.33337,4.15163,4.18786,4.29759,4.22261,3.84302,3.73199,3.72905,3.62791,3.62536,3.51204,3.24477,3.1315,3.00322,3.24888,3.3566,3.0914,2.93666,2.934,2.77637,2.8657,2.87426,2.84444,2.95785,3.08587,3.08242,3.14566,3.21046,3.19955,3.34907,3.51316,3.55119,3.41063,3.62781,3.89104,4.1288,4.38468,4.70861,4.81916,4.72308,4.76813,5.01154,4.99491,5.19076,5.21512,5.09275,4.91063,5.23674,5.14671
Hungary,HUN,944,Export Diversification Index,Index,Annual,1.78558,1.76992,1.63327,1.67786,1.66637,1.69131,1.71173,1.75987,1.65896,1.68515,1.83714,1.75565,1.60802,1.58344,1.47168,1.41347,1.51946,1.51672,1.52,1.48027,1.4346,1.43925,1.49523,1.49792,1.46547,1.47084,1.47844,1.45318,1.46532,1.51977,1.49426,1.54139,1.58223,1.65709,1.666,1.87361,2.06971,2.2242,2.25794,2.20619,2.15562,2.20484,2.41314,2.41919,2.32584,2.31613,2.27281,2.32195,2.34614
Indonesia,IDN,536,Export Diversification Index,Index,Annual,3.92221,3.72529,3.75023,3.79831,3.67186,3.70867,3.80005,3.76914,3.80967,3.87802,4.03402,4.12985,4.65057,4.80075,4.74824,4.60819,4.48969,4.36993,4.48967,4.8381,4.80712,4.59805,4.37953,4.16866,3.82774,3.54835,3.19033,3.04302,3.13597,3.01336,2.82703,2.68675,2.53328,2.39117,2.35329,2.29659,2.00391,2.05046,2.14833,2.10185,2.10591,2.05395,2.10136,2.15014,2.14031,2.10295,2.24411,2.23722,2.24698
India,IND,534,Export Diversification Index,Index,Annual,3.08527,2.86723,2.806,2.83629,2.84383,2.76794,2.63158,2.43093,2.37147,2.46005,2.50273,2.40557,2.21091,2.3971,2.22031,2.19767,2.20178,2.11138,2.12247,2.14785,1.94507,2.28077,2.2286,2.19776,2.28065,2.33376,2.32353,2.25999,2.16682,2.16151,2.1613,2.15409,2.08391,2.03327,1.94811,1.91753,1.98049,2.01224,1.9969,1.88233,1.93519,1.9105,1.9104,1.99077,1.82822,1.81347,1.81806,1.94207,1.92482
Ireland,IRL,178,Export Diversification Index,Index,Annual,3.06195,2.5187,2.52171,2.31022,2.22644,2.2736,2.15538,1.99958,1.95836,1.98717,1.92559,1.85328,1.91567,1.9508,1.75877,1.79189,1.87269,1.79759,1.79285,1.78852,1.78366,1.83232,1.85656,1.88181,1.91615,1.97784,1.92685,1.98892,1.9512,1.99532,2.0796,2.0801,2.24858,2.39911,2.39662,2.50944,2.83039,3.0234,3.10424,3.24805,3.27332,3.19931,3.17958,3.2028,3.1397,3.1491,3.16941,3.32592,3.22417
"Iran, Islamic Rep.",IRN,429,Export Diversification Index,Index,Annual,4.81223,4.715,4.79604,4.84227,4.80257,5.15884,5.11876,5.15566,5.17478,5.33902,5.28367,5.60095,5.83971,5.81087,5.88843,5.82218,5.9806,5.75151,5.65416,5.94172,6.19827,6.23471,6.15292,6.14935,5.85034,5.86172,5.75032,5.82997,5.93491,5.8139,5.65669,5.44455,5.39761,5.39539,5.49534,5.40435,4.95299,4.9913,5.31932,5.28022,4.9936,5.10036,5.09831,5.16316,5.07144,5.34589,5.43085,5.33553,4.64165
Iraq,IRQ,433,Export Diversification Index,Index,Annual,5.96516,5.9698,6.21679,6.15757,6.14815,6.07145,6.11894,6.03788,6.00739,6.07461,5.82805,5.9214,6.27439,6.2773,6.29267,6.31553,6.33254,6.33182,6.35966,6.33777,6.35404,6.22183,6.07805,6.00952,5.92845,5.87038,5.86257,5.92874,6.01221,5.14572,5.56046,5.61168,6.20277,6.17412,5.07037,6.33996,6.36933,6.34236,6.40125,6.38293,6.32258,6.22504,6.23294,6.28571,6.32817,6.33477,6.35553,6.37289,6.41065
Iceland,ISL,176,Export Diversification Index,Index,Annual,4.50137,4.34271,4.38526,4.44893,4.41722,4.20949,4.29257,4.09468,4.18527,4.23357,4.23618,4.24421,4.23753,4.2863,4.26539,4.258,4.23926,4.22283,4.2617,4.23504,4.43716,4.30819,4.0869,4.07245,4.19124,4.22977,4.1796,4.19916,4.39925,4.43154,4.34779,4.29024,4.19198,4.07791,3.94057,3.93648,3.95171,3.98218,3.92013,3.8065,3.74963,3.7252,3.78722,3.92282,3.92976,4.00089,3.83384,3.84316,3.90631
Israel,ISR,436,Export Diversification Index,Index,Annual,3.25392,3.2362,3.13618,3.20628,3.19929,3.0892,3.102,3.07141,2.81135,2.88789,2.97035,2.96944,2.65702,2.71192,2.85181,2.89791,3.05558,2.75924,2.64084,2.62011,2.5114,2.57424,2.54558,2.57525,2.66839,2.70317,2.77858,2.78897,2.5988,2.6443,2.62137,2.70936,2.69762,2.66508,2.70534,2.74423,2.71434,2.84456,2.80083,2.72772,2.82382,2.77455,2.76478,2.81299,2.78278,2.78545,2.69368,2.59045,2.84678
Italy,ITA,136,Export Diversification Index,Index,Annual,1.39686,1.34901,1.3228,1.28603,1.32031,1.34831,1.36793,1.37122,1.39425,1.40737,1.40194,1.38099,1.35805,1.34995,1.3558,1.34843,1.37647,1.42887,1.36745,1.33459,1.36696,1.35738,1.35253,1.36067,1.40867,1.42358,1.40172,1.40043,1.43054,1.42701,1.41036,1.3844,1.40738,1.41075,1.43056,1.41972,1.42483,1.44928,1.47279,1.45003,1.44246,1.45402,1.44478,1.42267,1.42499,1.44676,1.44047,1.47215,1.44112
Jamaica,JAM,343,Export Diversification Index,Index,Annual,4.49592,4.39564,4.43576,4.42111,4.39334,4.36082,4.30742,4.42446,4.40038,4.29451,4.17104,4.17464,4.13501,4.31901,4.17917,4.23772,4.46589,4.20959,4.52767,4.52794,4.19427,3.88277,4.02965,3.64912,3.58835,3.67867,3.68953,4.00941,3.93337,3.9657,3.80802,3.90492,4.03749,4.0465,3.96567,4.07271,4.1326,4.04571,4.034,4.19727,4.13251,4.13407,4.41322,4.51221,4.52721,4.42627,4.52815,3.77164,3.54976
Jordan,JOR,439,Export Diversification Index,Index,Annual,5.55827,4.23315,3.05282,2.93046,3.30197,3.25681,3.09001,2.7775,3.04853,3.02188,2.90867,2.92502,3.35768,2.97502,2.2919,2.16658,2.51156,2.39084,2.78083,2.64962,2.54139,2.58956,2.63398,2.69411,2.78443,2.62867,2.70269,2.67523,2.60021,2.95246,2.83211,2.68142,2.73127,2.84066,2.86831,2.54876,2.7187,2.62516,2.33096,2.41193,2.77252,2.44169,2.58089,2.51571,2.62319,2.62924,2.52368,2.40269,2.45622
Japan,JPN,158,Export Diversification Index,Index,Annual,1.50531,1.45078,1.53769,1.49418,1.47473,1.51529,1.51226,1.50722,1.49881,1.57845,1.62856,1.64092,1.62074,1.62323,1.73626,1.76156,1.79209,1.80614,1.84238,1.91802,1.9358,1.9208,1.98078,2.08902,2.19752,2.14714,2.11721,2.12629,2.14181,2.1538,2.15985,2.1613,2.16598,2.16028,2.13765,2.16513,2.19115,2.22132,2.24503,2.19152,2.23901,2.23621,2.20596,2.19083,2.20171,2.19953,2.17592,2.05664,2.09499
Kazakhstan,KAZ,916,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47305,2.92449,3.07967,2.53502,2.63891,2.93322,3.05158,3.72744,4.11758,3.93849,4.19527,4.07129,3.94288,4.20882,4.21934,4.09149,4.15215,4.2252,4.61865
Kenya,KEN,664,Export Diversification Index,Index,Annual,4.02171,4.00126,3.80381,3.58563,3.55174,3.3686,3.47796,3.46889,3.41978,3.38141,3.32021,3.19443,3.08627,3.13665,2.82414,3.82402,3.51433,3.27377,3.07223,3.03474,3.13207,3.24651,3.5441,3.4581,3.65822,3.25515,3.07401,3.67804,2.59671,2.9686,2.89533,2.79857,2.67394,2.79121,2.73246,2.75941,2.84296,2.79234,2.91522,2.86569,2.86512,2.76319,2.71237,2.5913,2.5642,2.52897,2.49689,2.54565,2.51573
Kyrgyz Republic,KGZ,917,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39836,3.13326,3.04339,2.43265,2.4224,2.47234,2.64757,3.03634,3.06263,2.92022,2.72684,2.58368,2.65654,2.59616,2.46726,2.47683,2.80384,2.91645,3.06781
Cambodia,KHM,522,Export Diversification Index,Index,Annual,3.86407,4.27904,4.86061,4.872,4.5742,4.409,4.51713,4.42472,4.23514,3.74118,3.96725,4.74507,4.84016,3.35829,3.37841,3.79983,3.63797,2.87545,3.38854,3.24497,3.80996,3.95524,4.66915,3.86365,2.80232,4.23307,3.57171,3.8787,3.98064,4.36257,4.72853,4.47883,4.55989,4.33855,3.76656,4.07639,4.51511,4.73301,4.66957,4.72532,4.77229,4.82478,4.76336,4.79137,4.84711,4.84348,4.83114,4.68919,4.71297
Kiribati,KIR,826,Export Diversification Index,Index,Annual,,,,,,,,,6.0237,6.43632,6.36101,6.43507,6.4268,6.43338,6.41026,6.28146,5.92411,6.23197,4.85376,4.75242,5.74269,5.88796,6.15097,5.1109,5.08971,4.75069,4.11702,4.8531,4.04724,5.03088,3.49638,4.94191,5.20259,4.96847,4.41681,6.07859,5.59168,4.08045,5.38005,5.65293,5.62484,5.58807,4.56001,4.23789,4.48466,4.25175,5.14426,5.24277,5.22362
St. Kitts and Nevis,KNA,361,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,3.58356,3.73674,3.50151,3.51591,3.12086,2.85315,3.09854,4.01981,4.24241,4.26596,4.04987,4.20753,4.22866,4.39549,4.42414,4.52405,4.48006,4.40215,4.4387,4.23896,4.21653,4.23521,4.42782,4.37228,4.62922,4.55273,4.24658,4.28329,4.07677,4.3337
"Korea, Rep.",KOR,542,Export Diversification Index,Index,Annual,3.13323,2.9314,2.63691,2.54014,2.61601,2.76402,2.95663,2.9676,2.83768,2.84013,2.59574,2.31359,2.12669,2.17852,2.22222,2.1114,2.06006,2.01471,1.93179,1.96371,1.9489,1.96665,2.00955,1.99671,2.00813,2.06536,2.04029,2.01061,1.96794,1.94341,1.89768,1.90418,2.00544,2.15398,2.08878,2.07984,2.06927,2.20011,2.31584,2.1826,2.35117,2.38347,2.46161,2.49369,2.53558,2.4442,2.36216,2.37396,2.37742
Kuwait,KWT,443,Export Diversification Index,Index,Annual,6.13905,6.12854,6.1218,6.11842,6.04853,6.06071,5.92616,5.90548,5.72322,5.70876,5.77201,5.63437,5.54126,5.42241,4.97639,5.06069,5.39767,5.367,5.20634,5.00585,4.3921,4.4322,4.68873,4.73117,4.62979,4.78938,4.35197,4.55843,4.61295,4.73104,5.37181,5.35486,5.09604,5.06726,5.08715,5.09016,4.85163,4.84628,5.32776,5.21242,5.23462,5.28598,5.42252,5.69515,5.77867,5.7794,5.81425,5.67289,5.68362
Lao PDR,LAO,544,Export Diversification Index,Index,Annual,5.10058,4.80005,4.55059,4.93013,4.88127,4.88649,4.49493,5.07199,4.13975,4.17368,4.33023,3.87247,4.00934,3.56023,3.79388,3.3304,3.58052,3.79241,3.25618,3.54603,4.29662,4.47045,3.379,3.88282,3.57871,3.94336,3.92464,3.71768,3.85007,4.36409,4.12902,4.35205,4.16905,3.83895,3.80669,3.62866,3.98161,3.94718,4.03036,3.94096,4.13047,3.9648,3.67337,3.29152,4.10347,4.12669,3.89562,3.77555,3.89289
Lebanon,LBN,446,Export Diversification Index,Index,Annual,4.80461,3.83101,4.22742,3.12178,2.72363,2.08662,2.19011,1.94607,2.09411,2.18694,2.04529,2.01055,1.81427,1.53035,1.66627,1.79407,1.78995,1.83455,1.82228,2.0913,2.36022,2.31273,2.67106,2.61862,2.70087,2.60904,2.68511,2.5139,2.41803,2.4017,2.19948,2.45131,2.39484,2.13918,2.45388,2.40687,2.27769,2.42696,2.41925,2.36806,2.07439,2.11869,2.14964,2.1173,2.03099,2.1681,2.24087,2.16597,2.10225
Liberia,LBR,668,Export Diversification Index,Index,Annual,4.89319,5.06094,5.17775,5.24771,5.22613,5.20326,5.22396,5.10833,5.25221,4.97948,4.90494,5.04328,4.98244,4.89488,4.72677,4.78524,4.40279,4.42062,4.38316,4.49971,4.64416,4.52659,4.49363,4.52378,4.49442,4.53762,4.73795,5.04734,5.07081,4.64211,4.69606,4.9307,5.44903,5.69401,5.44734,4.81131,5.37442,4.84654,4.97321,5.01485,5.18282,5.30201,5.56441,5.57872,4.80912,5.39698,4.71506,4.87302,4.6033
Libya,LBY,672,Export Diversification Index,Index,Annual,5.85295,6.27021,6.30133,6.357,6.3494,6.37019,6.37565,6.3946,6.3949,6.3972,6.31769,6.25929,6.32551,6.23369,6.24675,6.19557,6.11192,6.13082,6.18359,6.18104,6.13335,6.09348,6.07157,5.83396,5.78504,5.71377,5.63058,5.66917,5.75682,5.71385,5.6452,5.64923,5.60145,5.39323,5.73576,5.55301,5.47025,5.43114,5.97248,5.95269,6.01656,6.03103,6.07417,6.13381,6.1337,6.12069,6.11048,5.87808,5.95659
St. Lucia,LCA,362,Export Diversification Index,Index,Annual,,,,6.43775,,,,6.43775,4.46987,5.49069,5.90916,4.60452,3.75822,4.62854,3.95013,4.02829,3.68326,3.2586,4.07983,4.59843,4.66291,4.76334,5.43346,5.62338,5.77441,5.48808,4.97318,4.74382,4.73949,4.79541,4.80778,4.69178,4.54386,4.42297,4.75725,4.26948,4.48131,4.37924,4.39686,3.92822,4.23346,4.00811,4.08615,3.92973,3.88968,3.52981,3.92263,4.93294,3.94509
Sri Lanka,LKA,524,Export Diversification Index,Index,Annual,5.12762,5.08785,5.00445,5.01517,5.03618,5.03677,4.89921,4.89751,4.8125,4.7735,4.60041,4.56436,4.2241,4.35907,4.39412,4.60057,4.29704,3.99422,3.81855,3.71272,3.47483,3.57561,3.9381,3.75276,3.65444,3.59972,3.55954,3.43093,3.48222,3.35134,3.38892,3.42858,3.28938,3.23861,3.23692,3.25072,3.30118,3.31259,3.31894,3.38413,3.38025,3.29953,3.23976,3.13172,3.10399,3.14561,3.11642,3.25292,3.16011
Lithuania,LTU,946,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57713,2.88295,1.89113,1.75797,1.95433,1.88427,1.98608,2.07145,2.07726,2.1086,2.03259,2.00623,1.92809,1.83652,1.75063,1.72479,1.78919,1.81497,1.73813
Latvia,LVA,941,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02651,3.00945,2.40476,2.2528,2.45049,2.30926,2.17919,2.32368,2.37199,2.33855,2.23016,2.2353,2.02288,1.84609,1.729,1.70279,1.64232,1.66542,1.67686
Macao,MAC,546,Export Diversification Index,Index,Annual,4.11764,5.80827,6.33687,6.28619,6.31117,6.18827,5.96868,4.43137,3.42266,3.58403,3.8622,4.05139,3.93978,4.35669,4.50595,4.38322,4.26611,4.12833,4.05949,3.74822,3.59928,3.5006,3.42497,3.68299,3.75901,3.68092,3.70827,3.74202,3.92561,3.79043,3.90496,3.84921,3.97082,4.02888,4.21145,4.37038,4.32826,4.42515,4.55258,4.59862,4.64229,4.73534,4.74014,4.62554,4.55059,4.41075,3.99655,2.84219,2.54064
